UID,sex,race,MarriageStatus,DateOfBirth,age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,v_decile_score,priors_count.1,start,end,event,two_year_recid,Violence_rawscore,Recidivism_rawscore,age_inv,age_bin,age_bucket,race_bin,rand
3352,0,2,1,11/12/89,26,0,3,0,0,0,0.280761387,0.00010543,0,1,0,4,0,0,0.08010118,0,1,0.444244604,0.458422175,74,0,0,0,0.659403307
1944,1,3,1,11/3/91,24,0,5,0,0,0.026315789,0.280761387,0.00010543,1,0,0,4,0.026315789,0,0.805227656,0,0,0.458633094,0.469083156,76,0,0,1,0.204188111
1827,0,2,1,9/1/89,26,0,9,0,0,0.157894737,0.281441196,0,1,1,0,9,0.157894737,0.019210245,0.02529511,1,1,0.683453237,0.752665245,74,0,0,0,0.411046395
2358,0,2,1,9/15/59,56,0,1,0,0,0.026315789,0.281441196,0.00010543,0,0,0,2,0.026315789,0,0.998313659,0,0,0.350719424,0.390191898,44,1,2,0,0.162357584
5253,0,2,1,1/1/95,21,0,3,0,0.058823529,0,0.280081577,0.000210859,1,1,0,7,0,0,0.480607083,1,1,0.580935252,0.475479744,79,0,0,0,0.284627632
5377,0,1,1,10/4/81,34,0,2,0,0,0,0.280761387,0.00010543,1,1,0,1,0,0,0.404721754,1,1,0.258992806,0.385927505,66,0,1,1,0.744164025
3692,1,2,1,9/15/94,21,0,5,0,0,0,0.280081577,0.000210859,1,1,0,6,0,0,0.591905565,1,1,0.537769784,0.484008529,79,0,0,0,0.071670269
5541,0,2,1,3/13/93,23,0,5,0,0,0.026315789,0.25492862,0.000421719,1,0,0,5,0.026315789,0,0.832209106,0,0,0.485611511,0.552238806,77,0,0,0,0.178694716
2678,0,2,1,12/26/85,30,0,9,0,0,0.315789474,0.281441196,0.00010543,1,1,0,3,0.315789474,0,0.024451939,1,1,0.428057554,0.765458422,70,0,1,0,0.077517633
203,0,2,3,8/8/77,38,0,9,0,0,0.394736842,0.280761387,0.00010543,1,0,0,3,0.394736842,0.001067236,0.958684654,0,0,0.399280576,0.712153518,62,1,1,0,0.274437284
2066,0,4,2,8/13/71,44,0,1,0,0,0,0.281441196,0,0,0,0,1,0,0,0.991568297,0,0,0.201438849,0.189765458,56,1,1,1,0.464618412
5668,0,2,1,9/21/85,30,0,8,0,0,0.184210526,0.281441196,0,1,1,0,4,0.184210526,0,0.389544688,1,1,0.45323741,0.671641791,70,0,1,0,0.599183046
6582,0,3,1,12/18/84,31,0,1,0,0,0,0.281441196,0,1,0,0,1,0,0.001067236,0.750421585,0,0,0.302158273,0.334754797,69,0,1,1,0.675360366
1829,0,2,1,11/26/84,31,0,1,0,0.058823529,0.052631579,0.252209381,0.004638904,1,1,0,3,0.052631579,0,0.508431703,1,1,0.395683453,0.343283582,69,0,1,0,0.668748056
1082,1,4,1,3/4/89,27,0,3,0,0,0,-1,0.00010543,1,1,0,3,0,0,0.655143339,1,0,0.410071942,0.407249467,73,0,0,1,0.436199421
6080,1,3,1,1/19/61,55,0,1,0,0,0,0.279401768,0.000316289,0,0,0,1,0,0,0.65682968,0,0,0.091726619,0.23880597,45,1,2,1,0.876349739
656,0,2,1,6/21/85,30,0,9,0,0,0.394736842,0.424201224,0.026146547,1,1,0,4,0.394736842,0,0.177065767,1,1,0.476618705,0.73347548,70,0,1,0,0.733988601
1398,1,3,1,11/4/85,30,0,7,0,0,0.184210526,0.269204623,0.001792304,0,0,0,3,0.184210526,0,0.746205734,0,0,0.426258993,0.599147122,70,0,1,1,0.831929833
3555,0,3,1,3/6/53,63,0,4,0,0,0.263157895,0.281441196,0,1,1,1,1,0.263157895,0.002134472,0.059021922,0,1,0.273381295,0.481876333,37,1,2,1,0.550276578
2272,0,2,7,7/16/73,42,0,1,0,0,0.105263158,0.281441196,0.211808118,0,0,0,1,0.105263158,0,0.585160202,0,0,0.23381295,0.345415778,58,1,1,0,0.682758323
1573,0,2,1,11/8/80,35,0,9,0.076923077,0,0.605263158,0.280761387,0.00010543,1,1,0,6,0.605263158,0,0.205733558,1,1,0.53057554,0.742004264,65,1,1,0,0.001375009
3841,0,2,1,9/19/71,44,0,1,0,0,0,0.280761387,0.00010543,0,0,0,1,0,0.001067236,0.414839798,0,0,0.172661871,0.251599147,56,1,1,0,0.913672989
3427,0,2,1,4/28/87,28,0,5,0,0,0.105263158,0.281441196,0.00010543,1,0,0,5,0.105263158,0,0.470489039,0,0,0.489208633,0.545842217,72,0,0,0,0.873463925
1274,0,2,1,4/19/93,23,0,7,0,0,0,0.280761387,0.00010543,0,0,0,6,0,0,0.891231029,0,0,0.523381295,0.637526652,77,0,0,0,0.478580012
1343,0,2,1,5/2/93,22,0,8,0,0,0.078947368,0.280761387,0.00010543,1,1,1,5,0.078947368,0.026680896,0.055649241,1,1,0.51618705,0.66098081,78,0,0,0,0.641239054
1670,0,2,1,9/30/88,27,0,7,0,0,0.078947368,0.265805574,0.029731154,0,0,0,3,0.078947368,0,0.755480607,0,0,0.410071942,0.639658849,73,0,0,0,0.416804116
4204,1,3,1,5/19/89,26,0,6,0,0,0.026315789,0.272603671,0.001370585,1,0,0,4,0.026315789,0,0.958684654,0,0,0.455035971,0.541577825,74,0,0,1,0.381439765
2503,0,4,1,7/22/88,27,0,5,0.076923077,0.058823529,0.210526316,0.280761387,0.00010543,1,1,0,4,0.210526316,0,0.008431703,1,1,0.455035971,0.569296375,73,0,0,1,0.053385356
15,0,4,4,1/25/79,37,0,1,0,0,0,0.281441196,0,0,0,0,1,0,0,0.623102867,0,0,0.215827338,0.213219616,63,1,1,1,0.066581087
3225,0,2,3,11/18/66,49,0,1,0,0,0.026315789,0.280761387,0.00010543,0,0,0,1,0.026315789,0.001067236,0.931703204,0,0,0.294964029,0.255863539,51,1,2,0,0.237534437
6677,0,2,1,1/6/95,21,0,5,0,0,0.026315789,0.280761387,0.000210859,0,0,0,7,0.026315789,0,0.640809444,0,0,0.577338129,0.567164179,79,0,0,0,0.775017532
428,0,2,1,7/19/85,30,0,1,0,0,0.026315789,0.281441196,0.00010543,0,0,0,2,0.026315789,0.004268943,0.935075885,0,0,0.307553957,0.336886994,70,0,1,0,0.640817189
6096,0,2,1,3/3/95,21,0,9,0.153846154,0,0.052631579,0.356900068,0.018239325,0,1,1,8,0.052631579,0,0.093591906,1,1,0.571942446,0.703624733,79,0,0,0,0.043904894
6667,0,1,2,8/2/85,30,0,2,0,0,0.026315789,0.280761387,0.00010543,0,1,0,2,0.026315789,0,0.109612142,1,1,0.356115108,0.443496802,70,0,1,1,0.296873178
6201,1,2,1,12/13/83,32,0,1,0,0,0,0.281441196,0.00010543,0,1,1,1,0,0,0.31703204,1,1,0.278776978,0.279317697,68,0,1,0,0.287238929
2722,0,2,1,2/20/90,26,0,2,0,0,0.052631579,0.280761387,0.00010543,1,1,0,2,0.052631579,0.003201708,0.370151771,1,1,0.363309353,0.353944563,74,0,0,0,0.102188238
3254,0,2,5,8/6/60,55,0,1,0,0,0,0.280761387,0.00010543,1,0,0,1,0,0,0.705733558,0,0,0.127697842,0.300639659,45,1,2,0,0.169469683
2682,0,4,1,9/12/86,29,0,9,0,0,0.026315789,0.280081577,0.000210859,0,0,0,3,0.026315789,0,0.704047218,0,0,0.413669065,0.735607676,71,0,0,1,0.375577704
5811,1,3,5,10/1/81,34,0,4,0,0,0.105263158,0.280761387,0.00010543,0,0,0,2,0.105263158,0,0.734401349,0,0,0.329136691,0.456289979,66,0,1,1,0.780588097
4141,1,1,1,12/28/68,47,0,1,0,0,0,0.280761387,0.00010543,1,0,0,1,0,0.002134472,0.877740304,0,0,0.194244604,0.240938166,53,1,2,1,0.415575911
6218,0,2,1,3/31/89,27,0.05,5,0,0,0.105263158,0.280761387,0.00010543,1,1,1,3,0.105263158,0.001067236,0.063237774,1,1,0.426258993,0.541577825,73,0,0,0,0.56542543
1844,0,2,1,12/31/80,35,0,2,0,0,0.026315789,0.280761387,0.139167106,0,0,0,1,0.026315789,0,0.645025295,0,0,0.241007194,0.383795309,65,1,1,0,0.541372426
3576,0,1,1,7/30/90,25,0,2,0,0,0.052631579,0.280761387,0.00010543,0,1,0,3,0.052631579,0,0.588532884,0,1,0.419064748,0.409381663,75,0,0,1,0.528773856
3994,0,2,1,6/16/87,28,0,7,0,0,0.078947368,0.281441196,0,1,0,0,8,0.078947368,0,0.81450253,0,0,0.633093525,0.654584222,72,0,0,0,0.141257562
3786,0,2,1,9/10/86,29,0,9,0,0,0,0.280761387,0.00010543,0,1,0,10,0,0.001067236,0.060708263,1,1,0.730215827,0.729211087,71,0,0,0,0.400419236
1212,1,3,1,6/17/62,53,0,3,0,0,0.026315789,0.280761387,0.00010543,0,0,0,1,0.026315789,0,0.910623946,0,0,0.160071942,0.415778252,47,1,2,1,0.971905366
3825,0,2,1,5/5/94,21,0,7,0,0.058823529,0.026315789,0,0.043647865,1,1,0,6,0.026315789,0,0.280775717,1,1,0.525179856,0.626865672,79,0,0,0,0.600612615
5575,0,3,1,10/9/69,46,0,1,0,0,0,0.281441196,0,0,0,0,1,0,0,0.963743676,0,0,0.269784173,0.302771855,54,1,2,1,0.032122349
5432,0,3,5,1/27/76,40,0,3,0,0,0.131578947,0.280761387,0.00010543,1,0,0,1,0.131578947,0,0.940978078,0,0,0.258992806,0.458422175,60,1,1,1,0.045741332
2248,0,3,2,9/10/85,30,0,8,0,0,0.026315789,0.281441196,0,0,1,1,6,0.026315789,0,0.3153457,1,1,0.535971223,0.667377399,70,0,1,1,0.323827192
4126,0,2,2,1/23/57,59,0,1,0,0,0,0.280761387,0.00010543,0,0,0,1,0,0.001067236,0.729342327,0,0,0.248201439,0.349680171,41,1,2,0,0.940539067
2938,0,2,1,11/27/94,21,0,10,0,0,0.026315789,0.281441196,0,1,1,0,9,0.026315789,0.091782284,0.114671164,1,1,0.715827338,0.795309168,79,0,0,0,0.521743568
6797,0,3,6,7/10/41,74,0,1,0,0,0.052631579,0.280761387,0.00010543,1,0,0,1,0.052631579,0.009605123,0.945193929,0,0,0.052158273,0.006396588,26,1,2,1,0.991501346
2476,0,1,1,8/13/75,40,0,1,0,0,0.026315789,0.281441196,0,1,0,0,1,0.026315789,0.001067236,0.770657673,0,0,0.196043165,0.198294243,60,1,1,1,0.592458114
161,1,2,1,1/4/84,32,0,7,0,0,0.131578947,0.280761387,0.00010543,1,0,0,3,0.131578947,0,0.959527825,0,0,0.383093525,0.599147122,68,0,1,0,0.718708367
3177,0,2,1,7/24/88,27,0,7,0,0,0.026315789,0.280761387,0.00010543,1,0,0,4,0.026315789,0.005336179,0.909780776,0,0,0.464028777,0.654584222,73,0,0,0,0.057304593
885,0,2,1,6/4/88,27,0,2,0,0,0.026315789,0.279401768,0.000316289,1,0,0,3,0.026315789,0,0.497470489,0,0,0.39028777,0.424307036,73,0,0,0,0.498085225
3014,0,2,1,12/30/80,35,0,7,0,0,0,0.280761387,0.00010543,1,1,0,3,0,0,0.002529511,1,1,0.422661871,0.620469083,65,1,1,0,0.226874171
5075,1,2,1,12/5/60,55,0,1,0,0,0.026315789,0.280761387,0.00010543,0,0,0,1,0.026315789,0.001067236,0.984822934,0,0,0.088129496,0.087420043,45,1,2,0,0.376413798
3652,0,3,1,9/15/69,46,0,1,0,0,0.026315789,0.280761387,0.00010543,1,0,0,1,0.026315789,0,0.365935919,0,0,0.188848921,0.213219616,54,1,2,1,0.711453822
175,0,2,1,8/30/92,23,0,2,0,0,0,0.280761387,0.00010543,0,1,0,4,0,0,0.148397976,1,1,0.444244604,0.396588486,77,0,0,0,0.726313988
1064,1,3,1,5/28/83,32,0,2,0,0,0.026315789,0.280761387,0.00010543,1,0,0,1,0.026315789,0.001067236,0.708263069,0,0,0.287769784,0.298507463,68,0,1,1,0.237318017
712,0,2,1,8/27/94,21,0,10,0,0,0,0.280761387,0.00010543,1,1,0,9,0,0,0.196458685,0,1,0.712230216,0.827292111,79,0,0,0,0.701497131
1774,0,3,1,3/5/80,36,0,3,0,0,0.131578947,0.280761387,0.00010543,0,1,0,2,0.131578947,0,0.008431703,1,1,0.332733813,0.552238806,64,1,1,1,0.461742697
842,0,2,1,6/20/87,28,0,3,0,0,0.026315789,0.280761387,0.00010543,1,0,0,2,0.026315789,0.001067236,0.681281619,0,0,0.339928058,0.426439232,72,0,0,0,0.477117395
2218,0,3,1,9/9/59,56,0,2,0,0,0.131578947,0.250849762,0.004744333,1,0,0,1,0.131578947,0,0.908937605,0,0,0.273381295,0.392324094,44,1,2,1,0.846444473
3535,0,2,1,5/14/87,28,0,4,0,0,0.131578947,0.281441196,0.00010543,1,0,0,4,0.131578947,0,0.81618887,0,0,0.455035971,0.513859275,72,0,0,0,0.836601147
4254,0,2,1,12/8/59,56,0,2,0,0,0.131578947,0.280761387,0.00010543,1,1,0,2,0.131578947,0,0.024451939,1,1,0.31294964,0.415778252,44,1,2,0,0.34480885
6609,0,3,1,10/21/95,20,0,5,0,0,0.026315789,0.233854521,0.007380074,1,1,0,6,0.026315789,0,0.10539629,1,1,0.548561151,0.554371002,80,0,0,1,0.96971444
5327,0,3,1,8/30/88,27,0,6,0,0,0.131578947,0.280761387,0.00010543,1,1,0,6,0.131578947,0.005336179,0.111298482,1,1,0.56294964,0.586353945,73,0,0,1,0.134061021
3037,1,2,1,12/23/91,24,0,5,0,0,0.026315789,-1,0.066209805,1,0,0,5,0.026315789,0,0.935919056,0,0,0.494604317,0.524520256,76,0,0,0,0.140686957
2999,0,3,1,9/20/48,67,0,1,0,0,0,0.280761387,0.00010543,1,1,0,1,0,0.024546425,0.027824621,1,1,0.138489209,0.328358209,33,1,2,1,0.311988509
1413,1,3,1,4/20/90,25,0,7,0,0,0.131578947,0.279401768,0.000421719,1,0,0,4,0.131578947,0,0.015177066,0,0,0.455035971,0.603411514,75,0,0,1,0.447586703
684,0,2,1,11/16/93,22,0,5,0,0,0.026315789,0.280761387,0.00010543,1,0,0,7,0.026315789,0,0.058178752,0,0,0.597122302,0.543710021,78,0,0,0,0.295117112
335,1,4,1,12/7/83,32,0,3,0,0,0.026315789,0.227056424,0.00843437,1,1,0,3,0.026315789,0,0.254637437,1,1,0.381294964,0.407249467,68,0,1,1,0.588393117
606,0,2,2,9/13/77,38,0,1,0,0,0,0.280761387,0.00010543,1,0,0,1,0,0.001067236,0.661888702,0,0,0.248201439,0.26652452,62,1,1,0,0.196908617
3458,0,3,1,2/20/82,34,0,6,0,0.058823529,0.131578947,0.280761387,0.000210859,1,1,0,5,0.131578947,0,0.029510961,1,1,0.5,0.590618337,66,0,1,1,0.303656033
6608,1,3,1,4/30/84,31,0,1,0,0,0.026315789,0.280761387,0.00010543,0,1,1,1,0.026315789,0,0.274873524,1,1,0.257194245,0.270788913,69,0,1,1,0.969318516
1664,0,3,1,1/5/86,30,0,3,0,0,0.026315789,0.280761387,0.00010543,0,1,0,2,0.026315789,0,0.102866779,1,1,0.336330935,0.428571429,70,0,1,1,0.585015838
1960,0,3,7,8/24/69,46,0,4,0,0.058823529,0.052631579,0.280761387,0.00010543,0,1,0,1,0.052631579,0.002134472,0.634907251,1,0,0.25,0.526652452,54,1,2,1,0.734128935
2731,0,1,1,5/10/75,40,0,1,0,0,0.105263158,0.280761387,0.00010543,1,1,0,1,0.105263158,0.016008538,0.354131535,1,1,0.284172662,0.296375267,60,1,1,1,0.971896869
6429,0,2,2,1/11/88,28,0,3,0,0,0.052631579,0.230455472,0.007907222,1,1,0,3,0.052631579,0,0.744519393,1,0,0.392086331,0.479744136,72,0,0,0,0.742049774
1854,1,2,1,4/22/91,24,0,6,0,0,0.157894737,0.280761387,0.00010543,0,0,0,7,0.157894737,0.32977588,0.599494098,0,0,0.589928058,0.543710021,76,0,0,0,0.17956794
6832,0,3,1,9/5/64,51,0,1,0,0,0.105263158,0.263766145,0.00274117,0,0,0,1,0.105263158,0,0.667790894,0,0,0.147482014,0.26652452,49,1,2,1,0.877846412
3013,0,4,7,3/24/49,67,0,1,0,0,0.052631579,0.326988443,0.018555614,1,0,0,1,0.052631579,0,0.056492411,0,0,0.075539568,0.010660981,33,1,2,1,0.481174651
1725,0,3,1,2/1/80,36,0,4,0,0,0.368421053,0.25560843,0.004006326,1,1,0,1,0.368421053,0,0.332209106,1,1,0.28057554,0.518123667,64,1,1,1,0.077640992
4768,0,2,1,10/7/66,49,0,1,0,0,0.026315789,0.281441196,0,0,1,1,1,0.026315789,0,0.345699831,1,1,0.235611511,0.181236674,51,1,2,0,0.826713684
5017,1,3,1,4/6/67,49,0,2,0,0,0,0.279401768,0.000316289,1,0,0,2,0,0,0.977234401,0,0,0.361510791,0.353944563,51,1,2,1,0.814627091
278,0,2,1,6/10/94,21,0,9,0,0,0,0.280761387,0.00010543,0,1,0,7,0,0,0.234401349,1,1,0.591726619,0.731343284,79,0,0,0,0.996655628
1265,0,4,1,1/2/77,39,0,4,0,0,0.078947368,0.267165194,0.002214022,1,0,0,1,0.078947368,0,0.875210793,0,0,0.253597122,0.49466951,61,1,1,1,0.377025321
3191,0,2,1,12/24/90,25,0,3,0,0,0.026315789,-1,0.011913548,1,0,0,4,0.026315789,0,0.968802698,0,0,0.471223022,0.454157783,75,0,0,0,0.790091709
2158,0,2,1,10/1/94,21,0,6,0,0,0,0.280761387,0.00010543,1,1,0,9,0,0.003201708,0.10539629,1,1,0.5,0.533049041,79,0,0,0,0.264684473
4019,0,2,1,10/22/91,24,0,9,0.076923077,0,0.236842105,0.280761387,0.00010543,0,1,0,5,0.236842105,0.002134472,0.029510961,0,1,0.514388489,0.735607676,76,0,0,0,0.218544661
202,0,3,7,12/26/59,56,0,1,0,0,0.184210526,0.280761387,0.00010543,1,1,0,1,0.184210526,0,0.206576728,1,1,0.09352518,0.057569296,44,1,2,1,0.766241751
812,0,2,1,11/18/94,21,0,8,0,0.058823529,0.026315789,0.280761387,0.00010543,1,0,0,7,0.026315789,0.001067236,0.624789207,0,0,0.588129496,0.671641791,79,0,0,0,0.046775053
5624,0,2,1,2/9/87,29,0,9,0.307692308,0.058823529,0.394736842,0.435757988,0.00010543,1,1,1,7,0.394736842,0,0.191399663,1,1,0.595323741,0.727078891,71,0,0,0,0.219502691
3148,0,2,1,4/7/89,27,0,4,0,0,0.157894737,0.280761387,0.00010543,1,1,0,2,0.157894737,0.040554963,0.107082631,1,1,0.393884892,0.60554371,73,0,0,0,0.503062544
5455,1,2,2,10/15/72,43,0,1,0,0,0,0.280761387,0.00010543,0,0,0,1,0,0,0.887858347,0,0,0.224820144,0.255863539,57,1,1,0,0.208922586
5748,0,2,3,11/30/63,52,0,9,0,0,0.052631579,0.280761387,0.00010543,1,1,0,3,0.052631579,0.034151547,0.069139966,1,1,0.512589928,0.739872068,48,1,2,0,0.078238943
5436,0,3,1,5/16/85,30,0,2,0,0,0.052631579,0.266485384,0.002424881,1,0,0,3,0.052631579,0,0.950252951,0,0,0.392086331,0.347547974,70,0,1,1,0.687877259
3308,0,1,1,10/11/83,32,0,2,0,0,0,0.281441196,0,0,0,0,2,0,0,0.71163575,0,0,0.332733813,0.351812367,68,0,1,1,0.582678162
4365,1,2,1,10/13/94,21,0,5,0,0,0,0.280761387,0.00010543,0,1,0,5,0,0,0.060708263,1,1,0.510791367,0.475479744,79,0,0,0,0.75559015
6344,0,4,1,12/3/90,25,0,7,0,0,0.157894737,0.280761387,0.00010543,0,1,0,8,0.157894737,0.041622199,0.258010118,1,1,0.616906475,0.641791045,75,0,0,1,0.116520443
6134,0,3,1,4/23/78,37,0,2,0,0,0.026315789,0.27532291,0.000948867,0,0,0,1,0.026315789,0,0.732715008,0,0,0.23381295,0.385927505,63,1,1,1,0.721398566
5292,0,3,1,7/19/84,31,0,3,0,0,0.078947368,0.281441196,0.00010543,0,1,0,3,0.078947368,0,0.020236088,1,1,0.447841727,0.484008529,69,0,1,1,0.39372479
6,0,1,3,8/22/71,44,0,1,0,0,0,0.281441196,0,0,0,0,1,0,0.001067236,0.719224283,0,0,0.239208633,0.228144989,56,1,1,1,0.954301448
5558,0,2,1,4/20/86,29,0,3,0,0,0.184210526,0.281441196,0,1,1,0,2,0.184210526,0.002134472,0.44772344,0,0,0.356115108,0.452025586,71,0,0,0,0.230471764
1848,0,2,2,6/13/79,36,0,2,0,0,0.052631579,0.281441196,0,1,0,0,1,0.052631579,0.001067236,0.661888702,0,0,0.262589928,0.390191898,64,1,1,0,0.153790834
4745,1,2,1,4/27/95,20,0,5,0.230769231,0,0.078947368,-1,0.071586716,0,1,0,7,0.078947368,0,0.761382799,1,0,0.586330935,0.50533049,80,0,0,0,0.436315887
3113,0,2,1,1/3/84,32,0,6,0.230769231,0,0.263157895,0.280761387,0.00010543,1,1,0,5,0.263157895,0.003201708,0.045531197,0,1,0.494604317,0.60554371,68,0,1,0,0.222852317
2274,1,3,2,1/3/63,53,0,1,0,0,0,0.280761387,0.00010543,0,0,0,1,0,0,0.705733558,0,0,0.088129496,0.087420043,47,1,2,1,0.950556702
1514,0,3,1,7/29/72,43,0,7,0,0,0.289473684,0.292318151,0.023932525,1,1,1,4,0.289473684,0,0.013490725,0,1,0.440647482,0.63326226,57,1,1,1,0.252375942
3194,0,2,1,8/12/87,28,0,7,0.076923077,0,0.263157895,0.280761387,0,1,1,0,6,0.263157895,0.259338314,0.424114671,1,1,0.553956835,0.639658849,72,0,0,0,0.216627574
1672,0,3,1,1/31/58,58,0,1,0,0,0.026315789,0.280761387,0.00010543,1,0,0,1,0.026315789,0,0.203204047,0,0,0.129496403,0.223880597,42,1,2,1,0.547408856
1787,0,2,1,11/9/93,22,0,3,0,0,0,0.280761387,0.00010543,1,1,1,6,0,0.07470651,0.460370995,1,1,0.487410072,0.541577825,78,0,0,0,0.4864925
2004,0,2,1,10/13/78,37,0,4,0,0,0.105263158,0.281441196,0,1,0,0,2,0.105263158,0.099252935,0.799325464,0,0,0.303956835,0.503198294,63,1,1,0,0.960236989
4228,0,2,1,6/5/82,33,0,7,0,0,0.052631579,0.280761387,0.00010543,1,0,0,7,0.052631579,0.275346852,0.997470489,0,0,0.600719424,0.622601279,67,0,1,0,0.316156998
5012,0,2,1,8/18/84,31,0.05,9,0.076923077,0.058823529,0.342105263,0.280761387,0.00010543,1,1,1,8,0.342105263,0.001067236,0.370151771,1,1,0.611510791,0.712153518,69,0,1,0,0.427107413
4064,0,3,1,12/4/91,24,0,2,0,0,0,0.280761387,0.00010543,1,0,0,3,0,0,0.924957841,0,0,0.408273381,0.36673774,76,0,0,1,0.531380073
928,0,2,1,3/23/95,21,0,7,0,0,0.026315789,0.269204623,0.001897733,0,1,1,6,0.026315789,0,0.02529511,1,1,0.56294964,0.631130064,79,0,0,0,0.044740937
1964,0,2,1,3/5/92,24,0,4,0,0,0.026315789,0.280761387,0.00010543,0,1,1,6,0.026315789,0,0.178752108,1,1,0.553956835,0.520255864,76,0,0,0,0.749607338
1752,0,3,1,3/11/75,41,0,6,0,0,0.236842105,0.280761387,0.00010543,0,0,0,2,0.236842105,0.034151547,0.990725126,0,0,0.336330935,0.601279318,59,1,1,1,0.465215472
3602,0,3,1,10/17/85,30,0,4,0,0,0,0.281441196,0.00010543,0,0,0,5,0,0.059765208,0.457841484,0,0,0.492805755,0.498933902,70,0,1,1,0.764575565
343,0,2,1,2/5/90,26,0,10,0,0.058823529,0.157894737,0.281441196,0,0,1,0,10,0.157894737,0.004268943,0.186340641,1,1,0.699640288,0.724946695,74,0,0,0,0.626918009
1310,0,2,1,11/3/87,28,0,4,0,0.058823529,0.052631579,0.280761387,0.00010543,1,1,0,5,0.052631579,0,0.241989882,0,1,0.476618705,0.528784648,72,0,0,0,0.718144638
4060,0,2,1,8/20/93,22,0,5,0,0,0,0.280761387,0.00010543,1,1,1,5,0,0,0.21163575,1,1,0.638489209,0.575692964,78,0,0,0,0.56667594
3677,0,3,1,12/12/61,54,0,2,0,0,0.052631579,0.281441196,0,1,0,0,1,0.052631579,0.103521878,0.783305228,0,0,0.246402878,0.385927505,46,1,2,1,0.866661101
5306,0,2,1,3/11/93,23,0,4,0,0,0.052631579,0.280761387,0.00010543,1,1,0,7,0.052631579,0,0.014333895,0,1,0.559352518,0.622601279,77,0,0,0,0.11294565
6414,0,3,1,11/29/89,26,0,2,0,0,0,0.280761387,0.00010543,1,0,0,3,0,0.001067236,0.709106239,0,0,0.401079137,0.385927505,74,0,0,1,0.33022719
4901,0,2,1,3/25/90,26,0,6,0,0,0.184210526,0.280761387,0.00010543,1,0,0,6,0.184210526,0,0.435075885,0,0,0.521582734,0.582089552,74,0,0,0,0.898755121
1618,0,1,3,12/7/52,63,0,4,0,0,0.605263158,0.280761387,0.00010543,1,1,0,2,0.605263158,0.001067236,0.103709949,0,1,0.31294964,0.481876333,37,1,2,1,0.045258286
4792,0,2,1,2/16/92,24,0,3,0,0,0,0.280761387,0.00010543,0,0,0,4,0,0.001067236,0.629005059,0,0,0.467625899,0.471215352,76,0,0,0,0.547438226
3931,1,3,1,11/14/64,51,0,1,0,0,0,0.280761387,0.00010543,0,1,0,1,0,0.007470651,0.166104553,1,1,0.174460432,0.234541578,49,1,2,1,0.434121489
6624,0,2,1,9/7/83,32,0,4,0,0,0.131578947,0.280761387,0.00010543,0,0,0,4,0.131578947,0,0.047217538,0,0,0.46942446,0.556503198,68,0,1,0,0.153234717
2423,0,2,1,2/3/81,35,0,5,0,0,0.105263158,0.281441196,0.01676331,0,0,0,6,0.105263158,0.001067236,0.403035413,0,0,0.543165468,0.545842217,65,1,1,0,0.176686765
6140,0,4,1,8/18/94,21,0,3,0,0,0,0.280761387,0.00010543,1,1,0,5,0,0.001067236,0.372681282,1,1,0.496402878,0.456289979,79,0,0,1,0.408789217
3806,0,2,1,1/20/87,29,0,8,0.153846154,0,0.315789474,0.281441196,0.00010543,1,1,0,5,0.315789474,0.01280683,0.145025295,1,1,0.505395683,0.66098081,71,0,0,0,0.952509343
6810,1,4,3,2/27/66,50,0,3,0,0,0.026315789,0.280761387,0.00010543,1,1,0,1,0.026315789,0,0.010118044,1,1,0.181654676,0.362473348,50,1,2,1,0.876307996
462,0,3,2,6/10/56,59,0,1,0,0,0.026315789,0.280081577,0.000316289,1,1,0,1,0.026315789,0,0.023608769,1,1,0.127697842,0.157782516,41,1,2,1,0.143071062
5317,0,3,7,7/14/62,53,0,1,0,0,0.026315789,-1,0.070005271,0,1,0,1,0.026315789,0,0.42158516,1,1,0.098920863,0.221748401,47,1,2,1,0.725207134
1118,0,2,1,7/25/87,28,0,8,0,0,0.236842105,0.280761387,0.00010543,1,1,0,4,0.236842105,0,0.016863406,1,1,0.467625899,0.699360341,72,0,0,0,0.753618577
2356,0,2,2,3/30/80,36,0,5,0,0,0.394736842,0.280761387,0,1,0,0,1,0.394736842,0.001067236,0.07925801,0,0,0.275179856,0.552238806,64,1,1,0,0.48676781
944,0,2,1,4/14/86,30,0,5,0,0,0.157894737,0.280761387,0.00010543,1,1,1,3,0.157894737,0.002134472,0.111298482,0,1,0.392086331,0.569296375,70,0,1,0,0.776120671
4414,0,2,1,3/8/89,27,0,4,0,0,0.157894737,0.280761387,0.00010543,0,1,0,4,0.157894737,0,0.021079258,1,1,0.438848921,0.50533049,73,0,0,0,0.029504987
4711,0,2,1,11/30/85,30,0,5,0,0,0.026315789,0.280761387,0.00010543,1,0,0,2,0.026315789,0.022411953,0.957841484,0,0,0.357913669,0.530916844,70,0,1,0,0.793496591
5691,0,2,1,5/26/95,20,0,4,0,0,0.026315789,0.280761387,0.00010543,0,1,1,7,0.026315789,0,0.550590219,1,1,0.586330935,0.50533049,80,0,0,0,0.561345094
